id,title,budget,genres,cast,revenue
865,Mock Movie 865,73435682.29996787,"[{""id"": 56, ""name"": ""Adventure""}]","[{""name"": ""Actor 101"", ""character"": ""Character 14""}, {""name"": ""Actor 79"", ""character"": ""Character 42""}, {""name"": ""Actor 23"", ""character"": ""Character 42""}, {""name"": ""Actor 84"", ""character"": ""Character 26""}, {""name"": ""Actor 76"", ""character"": ""Character 14""}, {""name"": ""Actor 117"", ""character"": ""Character 28""}]",232469641.9112721
866,Mock Movie 866,1000000.0,"[{""id"": 77, ""name"": ""Romance""}, {""id"": 22, ""name"": ""Thriller""}]","[{""name"": ""Actor 110"", ""character"": ""Character 20""}, {""name"": ""Actor 115"", ""character"": ""Character 90""}, {""name"": ""Actor 82"", ""character"": ""Character 83""}, {""name"": ""Actor 12"", ""character"": ""Character 14""}, {""name"": ""Actor 5"", ""character"": ""Character 37""}, {""name"": ""Actor 69"", ""character"": ""Character 99""}]",264713.2463715384
867,Mock Movie 867,33221918.925209865,"[{""id"": 88, ""name"": ""Comedy""}, {""id"": 77, ""name"": ""Thriller""}, {""id"": 25, ""name"": ""Romance""}]","[{""name"": ""Actor 144"", ""character"": ""Character 72""}, {""name"": ""Actor 16"", ""character"": ""Character 99""}, {""name"": ""Actor 34"", ""character"": ""Character 45""}, {""name"": ""Actor 123"", ""character"": ""Character 52""}, {""name"": ""Actor 2"", ""character"": ""Character 21""}, {""name"": ""Actor 70"", ""character"": ""Character 18""}, {""name"": ""Actor 93"", ""character"": ""Character 43""}, {""name"": ""Actor 61"", ""character"": ""Character 72""}, {""name"": ""Actor 132"", ""character"": ""Character 100""}, {""name"": ""Actor 135"", ""character"": ""Character 55""}]",101302720.03629175
868,Mock Movie 868,37106175.99550553,"[{""id"": 48, ""name"": ""Thriller""}, {""id"": 31, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Animation""}, {""id"": 73, ""name"": ""Comedy""}]","[{""name"": ""Actor 131"", ""character"": ""Character 23""}, {""name"": ""Actor 87"", ""character"": ""Character 65""}, {""name"": ""Actor 72"", ""character"": ""Character 17""}, {""name"": ""Actor 139"", ""character"": ""Character 39""}, {""name"": ""Actor 109"", ""character"": ""Character 79""}, {""name"": ""Actor 94"", ""character"": ""Character 16""}, {""name"": ""Actor 82"", ""character"": ""Character 11""}, {""name"": ""Actor 74"", ""character"": ""Character 89""}]",128879252.77127677
869,Mock Movie 869,35738837.20658508,"[{""id"": 15, ""name"": ""Action""}, {""id"": 29, ""name"": ""Animation""}]","[{""name"": ""Actor 96"", ""character"": ""Character 42""}, {""name"": ""Actor 59"", ""character"": ""Character 41""}, {""name"": ""Actor 60"", ""character"": ""Character 9""}, {""name"": ""Actor 19"", ""character"": ""Character 27""}, {""name"": ""Actor 61"", ""character"": ""Character 1""}, {""name"": ""Actor 34"", ""character"": ""Character 42""}, {""name"": ""Actor 30"", ""character"": ""Character 44""}]",164238535.2308516
870,Mock Movie 870,4153461.14847783,"[{""id"": 48, ""name"": ""Fantasy""}, {""id"": 46, ""name"": ""Comedy""}, {""id"": 76, ""name"": ""Adventure""}, {""id"": 77, ""name"": ""Animation""}]","[{""name"": ""Actor 99"", ""character"": ""Character 83""}, {""name"": ""Actor 126"", ""character"": ""Character 53""}, {""name"": ""Actor 37"", ""character"": ""Character 20""}, {""name"": ""Actor 128"", ""character"": ""Character 96""}, {""name"": ""Actor 57"", ""character"": ""Character 1""}, {""name"": ""Actor 109"", ""character"": ""Character 17""}, {""name"": ""Actor 115"", ""character"": ""Character 47""}, {""name"": ""Actor 113"", ""character"": ""Character 66""}, {""name"": ""Actor 75"", ""character"": ""Character 95""}]",15025037.656028688
871,Mock Movie 871,104893239.82169658,"[{""id"": 32, ""name"": ""Drama""}, {""id"": 100, ""name"": ""Adventure""}, {""id"": 79, ""name"": ""Animation""}]","[{""name"": ""Actor 35"", ""character"": ""Character 26""}, {""name"": ""Actor 49"", ""character"": ""Character 78""}, {""name"": ""Actor 17"", ""character"": ""Character 19""}, {""name"": ""Actor 33"", ""character"": ""Character 83""}]",1123793693.5406544
872,Mock Movie 872,32073056.54025588,"[{""id"": 58, ""name"": ""Action""}]","[{""name"": ""Actor 24"", ""character"": ""Character 54""}, {""name"": ""Actor 134"", ""character"": ""Character 34""}, {""name"": ""Actor 63"", ""character"": ""Character 63""}]",156877295.6397786
873,Mock Movie 873,6419626.714678206,"[{""id"": 70, ""name"": ""Horror""}, {""id"": 61, ""name"": ""Action""}, {""id"": 76, ""name"": ""Comedy""}, {""id"": 100, ""name"": ""Romance""}]","[{""name"": ""Actor 117"", ""character"": ""Character 62""}, {""name"": ""Actor 46"", ""character"": ""Character 60""}, {""name"": ""Actor 47"", ""character"": ""Character 42""}, {""name"": ""Actor 90"", ""character"": ""Character 34""}]",20276809.649324976
874,Mock Movie 874,105960520.70771131,"[{""id"": 29, ""name"": ""Thriller""}, {""id"": 83, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Romance""}]","[{""name"": ""Actor 37"", ""character"": ""Character 51""}, {""name"": ""Actor 24"", ""character"": ""Character 7""}, {""name"": ""Actor 131"", ""character"": ""Character 71""}, {""name"": ""Actor 117"", ""character"": ""Character 24""}, {""name"": ""Actor 98"", ""character"": ""Character 92""}, {""name"": ""Actor 142"", ""character"": ""Character 57""}, {""name"": ""Actor 62"", ""character"": ""Character 16""}, {""name"": ""Actor 27"", ""character"": ""Character 83""}]",201431984.2421959
875,Mock Movie 875,94013523.48952661,"[{""id"": 37, ""name"": ""Drama""}, {""id"": 82, ""name"": ""Thriller""}]","[{""name"": ""Actor 8"", ""character"": ""Character 74""}, {""name"": ""Actor 84"", ""character"": ""Character 73""}, {""name"": ""Actor 47"", ""character"": ""Character 79""}, {""name"": ""Actor 45"", ""character"": ""Character 28""}, {""name"": ""Actor 40"", ""character"": ""Character 95""}]",251626695.30594715
876,Mock Movie 876,44931018.641892135,"[{""id"": 51, ""name"": ""Romance""}]","[{""name"": ""Actor 78"", ""character"": ""Character 19""}, {""name"": ""Actor 61"", ""character"": ""Character 31""}, {""name"": ""Actor 142"", ""character"": ""Character 22""}, {""name"": ""Actor 141"", ""character"": ""Character 42""}]",104920990.77003348
877,Mock Movie 877,1000000.0,"[{""id"": 36, ""name"": ""Animation""}, {""id"": 50, ""name"": ""Fantasy""}]","[{""name"": ""Actor 69"", ""character"": ""Character 21""}, {""name"": ""Actor 107"", ""character"": ""Character 51""}, {""name"": ""Actor 32"", ""character"": ""Character 38""}, {""name"": ""Actor 126"", ""character"": ""Character 32""}, {""name"": ""Actor 119"", ""character"": ""Character 3""}, {""name"": ""Actor 127"", ""character"": ""Character 74""}, {""name"": ""Actor 57"", ""character"": ""Character 43""}]",4774581.131438294
878,Mock Movie 878,23688722.43461152,"[{""id"": 87, ""name"": ""Animation""}, {""id"": 84, ""name"": ""Adventure""}, {""id"": 66, ""name"": ""Comedy""}, {""id"": 10, ""name"": ""Drama""}]","[{""name"": ""Actor 147"", ""character"": ""Character 8""}, {""name"": ""Actor 45"", ""character"": ""Character 43""}, {""name"": ""Actor 113"", ""character"": ""Character 32""}, {""name"": ""Actor 18"", ""character"": ""Character 86""}, {""name"": ""Actor 42"", ""character"": ""Character 77""}]",109356024.88826609
879,Mock Movie 879,1000000.0,"[{""id"": 51, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Drama""}, {""id"": 84, ""name"": ""Thriller""}, {""id"": 81, ""name"": ""Horror""}]","[{""name"": ""Actor 34"", ""character"": ""Character 51""}, {""name"": ""Actor 39"", ""character"": ""Character 94""}, {""name"": ""Actor 8"", ""character"": ""Character 93""}, {""name"": ""Actor 26"", ""character"": ""Character 7""}, {""name"": ""Actor 35"", ""character"": ""Character 71""}, {""name"": ""Actor 94"", ""character"": ""Character 25""}]",4499347.553808873
880,Mock Movie 880,57976003.72994008,"[{""id"": 76, ""name"": ""Fantasy""}, {""id"": 74, ""name"": ""Thriller""}, {""id"": 74, ""name"": ""Animation""}]","[{""name"": ""Actor 90"", ""character"": ""Character 97""}, {""name"": ""Actor 54"", ""character"": ""Character 99""}, {""name"": ""Actor 96"", ""character"": ""Character 6""}, {""name"": ""Actor 132"", ""character"": ""Character 26""}, {""name"": ""Actor 92"", ""character"": ""Character 3""}, {""name"": ""Actor 48"", ""character"": ""Character 36""}, {""name"": ""Actor 61"", ""character"": ""Character 39""}, {""name"": ""Actor 137"", ""character"": ""Character 31""}, {""name"": ""Actor 101"", ""character"": ""Character 50""}, {""name"": ""Actor 16"", ""character"": ""Character 83""}]",176311414.53611973
881,Mock Movie 881,21355470.6118331,"[{""id"": 54, ""name"": ""Adventure""}, {""id"": 30, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""Animation""}]","[{""name"": ""Actor 6"", ""character"": ""Character 100""}, {""name"": ""Actor 39"", ""character"": ""Character 94""}, {""name"": ""Actor 148"", ""character"": ""Character 76""}, {""name"": ""Actor 43"", ""character"": ""Character 96""}]",6695541.650152917
882,Mock Movie 882,39036978.32322773,"[{""id"": 93, ""name"": ""Drama""}, {""id"": 75, ""name"": ""Thriller""}, {""id"": 34, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 51"", ""character"": ""Character 54""}, {""name"": ""Actor 2"", ""character"": ""Character 61""}, {""name"": ""Actor 148"", ""character"": ""Character 11""}]",131165522.5016943
883,Mock Movie 883,102028805.88344105,"[{""id"": 24, ""name"": ""Animation""}]","[{""name"": ""Actor 102"", ""character"": ""Character 21""}, {""name"": ""Actor 13"", ""character"": ""Character 16""}, {""name"": ""Actor 39"", ""character"": ""Character 88""}, {""name"": ""Actor 30"", ""character"": ""Character 90""}, {""name"": ""Actor 54"", ""character"": ""Character 59""}]",415474690.7643569
884,Mock Movie 884,18922577.88733768,"[{""id"": 87, ""name"": ""Action""}, {""id"": 96, ""name"": ""Adventure""}]","[{""name"": ""Actor 30"", ""character"": ""Character 14""}, {""name"": ""Actor 29"", ""character"": ""Character 17""}, {""name"": ""Actor 98"", ""character"": ""Character 24""}, {""name"": ""Actor 104"", ""character"": ""Character 6""}]",76047107.50372526
885,Mock Movie 885,56407098.96262583,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 89, ""name"": ""Horror""}, {""id"": 37, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Adventure""}]","[{""name"": ""Actor 147"", ""character"": ""Character 2""}, {""name"": ""Actor 50"", ""character"": ""Character 85""}, {""name"": ""Actor 111"", ""character"": ""Character 23""}, {""name"": ""Actor 98"", ""character"": ""Character 59""}, {""name"": ""Actor 87"", ""character"": ""Character 84""}, {""name"": ""Actor 54"", ""character"": ""Character 86""}, {""name"": ""Actor 138"", ""character"": ""Character 39""}]",96701256.98847567
886,Mock Movie 886,66812809.74346416,"[{""id"": 46, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 81, ""name"": ""Fantasy""}]","[{""name"": ""Actor 135"", ""character"": ""Character 49""}, {""name"": ""Actor 36"", ""character"": ""Character 17""}, {""name"": ""Actor 87"", ""character"": ""Character 3""}, {""name"": ""Actor 3"", ""character"": ""Character 76""}, {""name"": ""Actor 148"", ""character"": ""Character 25""}, {""name"": ""Actor 84"", ""character"": ""Character 90""}, {""name"": ""Actor 35"", ""character"": ""Character 47""}, {""name"": ""Actor 39"", ""character"": ""Character 45""}, {""name"": ""Actor 74"", ""character"": ""Character 93""}]",329730273.2363109
887,Mock Movie 887,82942662.83595076,"[{""id"": 95, ""name"": ""Drama""}]","[{""name"": ""Actor 33"", ""character"": ""Character 36""}, {""name"": ""Actor 128"", ""character"": ""Character 25""}, {""name"": ""Actor 5"", ""character"": ""Character 55""}, {""name"": ""Actor 25"", ""character"": ""Character 46""}, {""name"": ""Actor 59"", ""character"": ""Character 71""}, {""name"": ""Actor 117"", ""character"": ""Character 42""}, {""name"": ""Actor 31"", ""character"": ""Character 70""}, {""name"": ""Actor 37"", ""character"": ""Character 47""}]",129559795.38858515
888,Mock Movie 888,36494607.32320166,"[{""id"": 43, ""name"": ""Drama""}, {""id"": 19, ""name"": ""Action""}]","[{""name"": ""Actor 7"", ""character"": ""Character 16""}, {""name"": ""Actor 37"", ""character"": ""Character 47""}, {""name"": ""Actor 124"", ""character"": ""Character 79""}, {""name"": ""Actor 14"", ""character"": ""Character 21""}, {""name"": ""Actor 109"", ""character"": ""Character 62""}]",105632969.33041234
889,Mock Movie 889,32871418.743806195,"[{""id"": 86, ""name"": ""Comedy""}]","[{""name"": ""Actor 114"", ""character"": ""Character 55""}, {""name"": ""Actor 22"", ""character"": ""Character 76""}, {""name"": ""Actor 111"", ""character"": ""Character 3""}]",70296167.88809213
890,Mock Movie 890,32073238.783446565,"[{""id"": 50, ""name"": ""Fantasy""}, {""id"": 43, ""name"": ""Adventure""}, {""id"": 30, ""name"": ""Horror""}]","[{""name"": ""Actor 57"", ""character"": ""Character 32""}, {""name"": ""Actor 74"", ""character"": ""Character 8""}, {""name"": ""Actor 9"", ""character"": ""Character 16""}]",187099956.82675785
891,Mock Movie 891,52857792.738566235,"[{""id"": 49, ""name"": ""Thriller""}, {""id"": 89, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Horror""}, {""id"": 57, ""name"": ""Drama""}]","[{""name"": ""Actor 90"", ""character"": ""Character 33""}, {""name"": ""Actor 96"", ""character"": ""Character 60""}, {""name"": ""Actor 73"", ""character"": ""Character 56""}, {""name"": ""Actor 109"", ""character"": ""Character 1""}, {""name"": ""Actor 45"", ""character"": ""Character 15""}, {""name"": ""Actor 64"", ""character"": ""Character 6""}, {""name"": ""Actor 65"", ""character"": ""Character 72""}, {""name"": ""Actor 123"", ""character"": ""Character 8""}, {""name"": ""Actor 28"", ""character"": ""Character 99""}, {""name"": ""Actor 36"", ""character"": ""Character 16""}]",215961791.9377605
892,Mock Movie 892,92244099.91358326,"[{""id"": 13, ""name"": ""Drama""}]","[{""name"": ""Actor 142"", ""character"": ""Character 55""}, {""name"": ""Actor 59"", ""character"": ""Character 67""}, {""name"": ""Actor 26"", ""character"": ""Character 6""}, {""name"": ""Actor 116"", ""character"": ""Character 70""}, {""name"": ""Actor 103"", ""character"": ""Character 2""}, {""name"": ""Actor 71"", ""character"": ""Character 67""}, {""name"": ""Actor 24"", ""character"": ""Character 13""}, {""name"": ""Actor 126"", ""character"": ""Character 94""}, {""name"": ""Actor 42"", ""character"": ""Character 86""}]",133605560.8997774
893,Mock Movie 893,30510673.963510092,"[{""id"": 53, ""name"": ""Adventure""}]","[{""name"": ""Actor 119"", ""character"": ""Character 66""}, {""name"": ""Actor 22"", ""character"": ""Character 6""}, {""name"": ""Actor 51"", ""character"": ""Character 53""}]",93142086.50805074
894,Mock Movie 894,1000000.0,"[{""id"": 46, ""name"": ""Drama""}, {""id"": 56, ""name"": ""Horror""}, {""id"": 77, ""name"": ""Adventure""}, {""id"": 45, ""name"": ""Action""}]","[{""name"": ""Actor 77"", ""character"": ""Character 24""}, {""name"": ""Actor 52"", ""character"": ""Character 45""}, {""name"": ""Actor 103"", ""character"": ""Character 69""}, {""name"": ""Actor 45"", ""character"": ""Character 68""}, {""name"": ""Actor 30"", ""character"": ""Character 87""}, {""name"": ""Actor 51"", ""character"": ""Character 46""}, {""name"": ""Actor 7"", ""character"": ""Character 58""}, {""name"": ""Actor 5"", ""character"": ""Character 55""}, {""name"": ""Actor 145"", ""character"": ""Character 91""}, {""name"": ""Actor 112"", ""character"": ""Character 55""}]",3219904.639783602
895,Mock Movie 895,70941588.87263674,"[{""id"": 10, ""name"": ""Adventure""}, {""id"": 52, ""name"": ""Fantasy""}]","[{""name"": ""Actor 52"", ""character"": ""Character 51""}, {""name"": ""Actor 104"", ""character"": ""Character 56""}, {""name"": ""Actor 41"", ""character"": ""Character 20""}, {""name"": ""Actor 113"", ""character"": ""Character 11""}, {""name"": ""Actor 66"", ""character"": ""Character 46""}, {""name"": ""Actor 112"", ""character"": ""Character 75""}]",327705214.2489797
896,Mock Movie 896,42344675.10287052,"[{""id"": 14, ""name"": ""Thriller""}, {""id"": 17, ""name"": ""Action""}]","[{""name"": ""Actor 104"", ""character"": ""Character 97""}, {""name"": ""Actor 107"", ""character"": ""Character 9""}, {""name"": ""Actor 109"", ""character"": ""Character 15""}, {""name"": ""Actor 26"", ""character"": ""Character 7""}, {""name"": ""Actor 80"", ""character"": ""Character 58""}, {""name"": ""Actor 85"", ""character"": ""Character 76""}, {""name"": ""Actor 7"", ""character"": ""Character 63""}]",226964297.7638445
897,Mock Movie 897,58057872.61964348,"[{""id"": 84, ""name"": ""Action""}, {""id"": 40, ""name"": ""Animation""}, {""id"": 79, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 145"", ""character"": ""Character 41""}, {""name"": ""Actor 70"", ""character"": ""Character 32""}, {""name"": ""Actor 147"", ""character"": ""Character 86""}, {""name"": ""Actor 1"", ""character"": ""Character 91""}]",139256448.69926623
898,Mock Movie 898,1000000.0,"[{""id"": 88, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 77"", ""character"": ""Character 78""}, {""name"": ""Actor 128"", ""character"": ""Character 68""}, {""name"": ""Actor 102"", ""character"": ""Character 64""}]",4377119.666926774
899,Mock Movie 899,21483156.292879682,"[{""id"": 97, ""name"": ""Thriller""}, {""id"": 25, ""name"": ""Animation""}]","[{""name"": ""Actor 98"", ""character"": ""Character 37""}, {""name"": ""Actor 143"", ""character"": ""Character 7""}, {""name"": ""Actor 75"", ""character"": ""Character 63""}, {""name"": ""Actor 27"", ""character"": ""Character 62""}, {""name"": ""Actor 106"", ""character"": ""Character 74""}, {""name"": ""Actor 26"", ""character"": ""Character 35""}, {""name"": ""Actor 39"", ""character"": ""Character 32""}, {""name"": ""Actor 56"", ""character"": ""Character 30""}, {""name"": ""Actor 125"", ""character"": ""Character 23""}]",105888950.85807732
900,Mock Movie 900,67799263.78676395,"[{""id"": 84, ""name"": ""Fantasy""}, {""id"": 82, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 115"", ""character"": ""Character 22""}, {""name"": ""Actor 4"", ""character"": ""Character 56""}, {""name"": ""Actor 18"", ""character"": ""Character 85""}, {""name"": ""Actor 68"", ""character"": ""Character 18""}]",432689986.8010434
901,Mock Movie 901,1000000.0,"[{""id"": 62, ""name"": ""Fantasy""}, {""id"": 17, ""name"": ""Comedy""}, {""id"": 30, ""name"": ""Adventure""}, {""id"": 94, ""name"": ""Action""}]","[{""name"": ""Actor 67"", ""character"": ""Character 11""}, {""name"": ""Actor 25"", ""character"": ""Character 31""}, {""name"": ""Actor 140"", ""character"": ""Character 48""}]",3848254.967372118
902,Mock Movie 902,56325049.385173425,"[{""id"": 12, ""name"": ""Comedy""}, {""id"": 78, ""name"": ""Adventure""}, {""id"": 74, ""name"": ""Fantasy""}, {""id"": 90, ""name"": ""Drama""}]","[{""name"": ""Actor 131"", ""character"": ""Character 69""}, {""name"": ""Actor 8"", ""character"": ""Character 18""}, {""name"": ""Actor 19"", ""character"": ""Character 21""}, {""name"": ""Actor 140"", ""character"": ""Character 98""}, {""name"": ""Actor 103"", ""character"": ""Character 16""}, {""name"": ""Actor 67"", ""character"": ""Character 58""}, {""name"": ""Actor 78"", ""character"": ""Character 46""}]",209101318.14928564
903,Mock Movie 903,38752548.11958808,"[{""id"": 74, ""name"": ""Animation""}, {""id"": 57, ""name"": ""Thriller""}]","[{""name"": ""Actor 3"", ""character"": ""Character 61""}, {""name"": ""Actor 139"", ""character"": ""Character 86""}, {""name"": ""Actor 45"", ""character"": ""Character 12""}, {""name"": ""Actor 16"", ""character"": ""Character 24""}, {""name"": ""Actor 7"", ""character"": ""Character 25""}, {""name"": ""Actor 67"", ""character"": ""Character 49""}, {""name"": ""Actor 12"", ""character"": ""Character 73""}, {""name"": ""Actor 108"", ""character"": ""Character 11""}, {""name"": ""Actor 122"", ""character"": ""Character 39""}, {""name"": ""Actor 82"", ""character"": ""Character 77""}]",113472274.5004499
904,Mock Movie 904,14289294.812068276,"[{""id"": 75, ""name"": ""Comedy""}]","[{""name"": ""Actor 70"", ""character"": ""Character 86""}, {""name"": ""Actor 43"", ""character"": ""Character 82""}, {""name"": ""Actor 109"", ""character"": ""Character 7""}, {""name"": ""Actor 144"", ""character"": ""Character 35""}, {""name"": ""Actor 130"", ""character"": ""Character 6""}, {""name"": ""Actor 39"", ""character"": ""Character 76""}, {""name"": ""Actor 119"", ""character"": ""Character 46""}, {""name"": ""Actor 101"", ""character"": ""Character 30""}, {""name"": ""Actor 149"", ""character"": ""Character 92""}, {""name"": ""Actor 123"", ""character"": ""Character 16""}]",63335027.539493024
905,Mock Movie 905,11641164.704496667,"[{""id"": 73, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Horror""}, {""id"": 92, ""name"": ""Romance""}, {""id"": 41, ""name"": ""Action""}]","[{""name"": ""Actor 125"", ""character"": ""Character 43""}, {""name"": ""Actor 73"", ""character"": ""Character 93""}, {""name"": ""Actor 142"", ""character"": ""Character 49""}, {""name"": ""Actor 143"", ""character"": ""Character 46""}, {""name"": ""Actor 58"", ""character"": ""Character 14""}]",44616470.27203653
906,Mock Movie 906,4446236.335756108,"[{""id"": 63, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Science Fiction""}, {""id"": 91, ""name"": ""Action""}, {""id"": 46, ""name"": ""Fantasy""}]","[{""name"": ""Actor 99"", ""character"": ""Character 40""}, {""name"": ""Actor 140"", ""character"": ""Character 20""}, {""name"": ""Actor 64"", ""character"": ""Character 9""}, {""name"": ""Actor 68"", ""character"": ""Character 57""}, {""name"": ""Actor 110"", ""character"": ""Character 2""}, {""name"": ""Actor 7"", ""character"": ""Character 20""}, {""name"": ""Actor 69"", ""character"": ""Character 72""}, {""name"": ""Actor 116"", ""character"": ""Character 44""}, {""name"": ""Actor 131"", ""character"": ""Character 14""}]",24314380.50056966
907,Mock Movie 907,42158794.744679004,"[{""id"": 45, ""name"": ""Animation""}, {""id"": 79, ""name"": ""Drama""}, {""id"": 79, ""name"": ""Romance""}]","[{""name"": ""Actor 1"", ""character"": ""Character 69""}, {""name"": ""Actor 129"", ""character"": ""Character 52""}, {""name"": ""Actor 147"", ""character"": ""Character 69""}, {""name"": ""Actor 57"", ""character"": ""Character 90""}, {""name"": ""Actor 69"", ""character"": ""Character 65""}]",17060375.658852436
908,Mock Movie 908,46175454.43470288,"[{""id"": 29, ""name"": ""Comedy""}, {""id"": 77, ""name"": ""Science Fiction""}, {""id"": 66, ""name"": ""Romance""}, {""id"": 87, ""name"": ""Drama""}]","[{""name"": ""Actor 109"", ""character"": ""Character 39""}, {""name"": ""Actor 6"", ""character"": ""Character 10""}, {""name"": ""Actor 17"", ""character"": ""Character 28""}, {""name"": ""Actor 23"", ""character"": ""Character 15""}]",178488689.89848012
909,Mock Movie 909,27154025.63208372,"[{""id"": 36, ""name"": ""Horror""}, {""id"": 62, ""name"": ""Comedy""}]","[{""name"": ""Actor 60"", ""character"": ""Character 1""}, {""name"": ""Actor 55"", ""character"": ""Character 44""}, {""name"": ""Actor 122"", ""character"": ""Character 24""}, {""name"": ""Actor 105"", ""character"": ""Character 32""}]",102544212.16164091
910,Mock Movie 910,2475134.580503762,"[{""id"": 52, ""name"": ""Romance""}]","[{""name"": ""Actor 43"", ""character"": ""Character 97""}, {""name"": ""Actor 93"", ""character"": ""Character 39""}, {""name"": ""Actor 72"", ""character"": ""Character 64""}]",4529355.824920401
911,Mock Movie 911,1000000.0,"[{""id"": 50, ""name"": ""Romance""}]","[{""name"": ""Actor 50"", ""character"": ""Character 4""}, {""name"": ""Actor 75"", ""character"": ""Character 73""}, {""name"": ""Actor 71"", ""character"": ""Character 54""}]",4793652.958601073
912,Mock Movie 912,55279593.14551838,"[{""id"": 43, ""name"": ""Adventure""}, {""id"": 86, ""name"": ""Fantasy""}, {""id"": 78, ""name"": ""Comedy""}, {""id"": 83, ""name"": ""Horror""}]","[{""name"": ""Actor 140"", ""character"": ""Character 52""}, {""name"": ""Actor 139"", ""character"": ""Character 60""}, {""name"": ""Actor 1"", ""character"": ""Character 71""}]",168974411.0845263
913,Mock Movie 913,71637719.43801683,"[{""id"": 38, ""name"": ""Science Fiction""}, {""id"": 51, ""name"": ""Romance""}, {""id"": 89, ""name"": ""Adventure""}, {""id"": 33, ""name"": ""Fantasy""}]","[{""name"": ""Actor 97"", ""character"": ""Character 57""}, {""name"": ""Actor 68"", ""character"": ""Character 40""}, {""name"": ""Actor 140"", ""character"": ""Character 65""}, {""name"": ""Actor 109"", ""character"": ""Character 49""}, {""name"": ""Actor 138"", ""character"": ""Character 73""}, {""name"": ""Actor 64"", ""character"": ""Character 40""}, {""name"": ""Actor 149"", ""character"": ""Character 89""}, {""name"": ""Actor 102"", ""character"": ""Character 12""}, {""name"": ""Actor 141"", ""character"": ""Character 42""}]",226712539.60146838
914,Mock Movie 914,61670399.13518192,"[{""id"": 88, ""name"": ""Action""}, {""id"": 27, ""name"": ""Adventure""}, {""id"": 86, ""name"": ""Fantasy""}]","[{""name"": ""Actor 15"", ""character"": ""Character 89""}, {""name"": ""Actor 123"", ""character"": ""Character 6""}, {""name"": ""Actor 93"", ""character"": ""Character 45""}, {""name"": ""Actor 64"", ""character"": ""Character 15""}, {""name"": ""Actor 98"", ""character"": ""Character 10""}]",125600266.16479611
915,Mock Movie 915,112012341.43990946,"[{""id"": 86, ""name"": ""Drama""}]","[{""name"": ""Actor 54"", ""character"": ""Character 34""}, {""name"": ""Actor 108"", ""character"": ""Character 42""}, {""name"": ""Actor 81"", ""character"": ""Character 48""}, {""name"": ""Actor 64"", ""character"": ""Character 77""}, {""name"": ""Actor 106"", ""character"": ""Character 8""}, {""name"": ""Actor 33"", ""character"": ""Character 49""}, {""name"": ""Actor 26"", ""character"": ""Character 63""}, {""name"": ""Actor 132"", ""character"": ""Character 1""}, {""name"": ""Actor 149"", ""character"": ""Character 7""}]",881399930.307472
916,Mock Movie 916,33598624.561330594,"[{""id"": 32, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Science Fiction""}, {""id"": 47, ""name"": ""Fantasy""}]","[{""name"": ""Actor 97"", ""character"": ""Character 56""}, {""name"": ""Actor 71"", ""character"": ""Character 34""}, {""name"": ""Actor 143"", ""character"": ""Character 21""}, {""name"": ""Actor 112"", ""character"": ""Character 2""}, {""name"": ""Actor 111"", ""character"": ""Character 40""}, {""name"": ""Actor 128"", ""character"": ""Character 41""}, {""name"": ""Actor 106"", ""character"": ""Character 55""}, {""name"": ""Actor 13"", ""character"": ""Character 47""}, {""name"": ""Actor 84"", ""character"": ""Character 63""}]",63751206.01666459
917,Mock Movie 917,88120674.67018646,"[{""id"": 67, ""name"": ""Animation""}]","[{""name"": ""Actor 82"", ""character"": ""Character 32""}, {""name"": ""Actor 57"", ""character"": ""Character 48""}, {""name"": ""Actor 50"", ""character"": ""Character 34""}, {""name"": ""Actor 130"", ""character"": ""Character 52""}, {""name"": ""Actor 8"", ""character"": ""Character 49""}, {""name"": ""Actor 109"", ""character"": ""Character 17""}, {""name"": ""Actor 34"", ""character"": ""Character 82""}]",377848865.6223278
918,Mock Movie 918,17391253.730641264,"[{""id"": 90, ""name"": ""Action""}, {""id"": 52, ""name"": ""Adventure""}, {""id"": 87, ""name"": ""Romance""}]","[{""name"": ""Actor 59"", ""character"": ""Character 20""}, {""name"": ""Actor 14"", ""character"": ""Character 38""}, {""name"": ""Actor 3"", ""character"": ""Character 24""}, {""name"": ""Actor 109"", ""character"": ""Character 98""}, {""name"": ""Actor 42"", ""character"": ""Character 58""}, {""name"": ""Actor 48"", ""character"": ""Character 55""}, {""name"": ""Actor 31"", ""character"": ""Character 62""}, {""name"": ""Actor 45"", ""character"": ""Character 89""}]",43928292.0258594
